Time,data
71.312,-0.09333333373069763
71.912,-0.050724636763334274
72.264,-0.01944444514811039
73.212,0.02657342702150345
73.564,0.040522877126932144
75.512,0.02777777798473835
75.96,0.014705882407724857
77.46,-0.0019047618843615055
77.812,-0.0057142856530845165
79.412,0.0015748031437397003
79.76,0.005323193967342377
81.412,0.02184615470468998
81.76,0.02261580340564251
82.112,0.022849462926387787
83.712,0.014893617480993271
84.112,0.013909774832427502
84.912,0.014427860267460346
85.26,0.011757105588912964
86.212,0.007184465881437063
